ID,YEAR_BIRTH,AGE,EDUCATION,MARITAL_STATUS,INCOME,TOTAL_CHILDREN,TOTAL_SPENT,TOTAL_PURCHASES,WEB_VISITS,RECENCY,CAMPAIGN_RESPONSE,DT_CUSTOMER
10862,1960,65,MASTER,MARRIED,30522.0,1,326,17,2,6,0,2012-08-17
2782,1961,64,PHD,MARRIED,54456.0,1,404,17,6,23,0,2013-07-11
6941,1971,54,GRADUATION,SINGLE,31632.0,0,95,6,7,92,0,2013-07-14
10972,1949,76,GRADUATION,WIDOW,72298.0,0,939,14,1,52,0,2014-03-10
10708,1978,47,2N CYCLE,SINGLE,36975.0,1,33,5,7,50,0,2013-12-28
6583,1955,70,2N CYCLE,MARRIED,72635.0,0,981,21,3,54,0,2013-06-03
3641,1976,49,GRADUATION,MARRIED,13624.0,1,36,7,6,93,0,2013-01-20
10156,1975,50,GRADUATION,SINGLE,84196.0,1,1237,20,3,56,0,2013-06-03
4299,1960,65,GRADUATION,TOGETHER,70971.0,1,1825,34,7,28,1,2012-09-21
3469,1977,48,PHD,DIVORCED,34487.0,2,103,9,9,94,0,2012-09-06
5063,1977,48,GRADUATION,SINGLE,28769.0,1,191,12,9,76,0,2012-12-18
10727,1970,55,PHD,MARRIED,69084.0,1,1586,25,8,43,0,2013-11-19
9624,1958,67,PHD,TOGETHER,65488.0,0,963,14,1,46,0,2014-06-13
5156,1970,55,2N CYCLE,MARRIED,62466.0,1,889,26,4,13,0,2014-01-15
4376,1960,65,2N CYCLE,SINGLE,32218.0,0,93,7,7,27,1,2014-02-15
8923,1973,52,GRADUATION,SINGLE,83917.0,0,1587,21,3,12,1,2013-04-18
8461,1962,63,GRADUATION,DIVORCED,46102.0,3,16,4,7,3,0,2014-03-10
6945,1952,73,GRADUATION,SINGLE,84574.0,0,1375,32,5,72,0,2013-06-04
944,1962,63,GRADUATION,MARRIED,56181.0,1,393,14,4,6,0,2013-01-08
1907,1950,75,MASTER,DIVORCED,63120.0,1,1477,26,7,53,1,2012-09-28
701,1971,54,GRADUATION,MARRIED,73691.0,1,1179,18,2,58,0,2013-11-06
3856,1960,65,GRADUATION,TOGETHER,63381.0,1,1005,26,2,78,0,2012-10-05
4149,1948,77,PHD,TOGETHER,76140.0,0,1348,21,2,57,0,2014-05-13
2131,1959,66,PHD,DIVORCED,62859.0,1,1307,23,6,37,0,2012-12-30
2942,1964,61,GRADUATION,SINGLE,45906.0,1,486,15,5,20,0,2013-05-07
1173,1947,78,MASTER,TOGETHER,77632.0,0,2252,13,2,73,1,2013-03-10
4381,1971,54,PHD,MARRIED,46463.0,2,235,17,6,56,0,2013-08-18
4611,1970,55,GRADUATION,TOGETHER,105471.0,0,1724,30,3,36,1,2013-01-21
3376,1970,55,MASTER,DIVORCED,55282.0,1,235,11,4,9,0,2013-12-13
4679,1977,48,MASTER,MARRIED,78710.0,1,1092,28,4,42,0,2014-05-23
10928,1958,67,GRADUATION,TOGETHER,66886.0,1,599,17,5,28,0,2013-09-16
4248,1960,65,MASTER,SINGLE,98777.0,0,2008,19,1,23,0,2014-02-17
6728,1985,40,GRADUATION,TOGETHER,29103.0,1,48,6,9,38,0,2012-08-27
6661,1974,51,GRADUATION,MARRIED,67445.0,1,1174,32,6,63,0,2012-08-12
4725,1950,75,PHD,TOGETHER,50616.0,1,67,7,2,71,0,2014-04-13
3277,1955,70,GRADUATION,DIVORCED,49431.0,1,365,15,8,9,0,2012-08-03
5555,1975,50,GRADUATION,DIVORCED,153924.0,0,6,0,0,81,0,2014-02-07
2564,1953,72,GRADUATION,TOGETHER,61278.0,1,165,10,6,87,0,2014-01-04
946,1958,67,2N CYCLE,TOGETHER,26490.0,0,210,11,6,92,0,2012-09-22
3867,1947,78,PHD,TOGETHER,73059.0,1,1095,26,4,36,0,2013-08-31
6940,1966,59,PHD,SINGLE,46734.0,3,223,12,6,86,0,2013-10-21
55,1963,62,GRADUATION,TOGETHER,56253.0,1,597,22,6,83,0,2012-12-07
7093,1985,40,GRADUATION,MARRIED,19986.0,1,22,4,7,74,0,2013-11-14
5084,1975,50,GRADUATION,WIDOW,58330.0,1,1064,24,4,87,0,2013-12-25
1777,1980,45,BASIC,MARRIED,25965.0,0,74,6,8,29,0,2012-09-07
8162,1956,69,MASTER,TOGETHER,14661.0,0,26,5,6,88,0,2013-01-01
10826,1959,66,GRADUATION,MARRIED,18690.0,0,60,5,8,77,0,2012-12-28
8754,1974,51,PHD,TOGETHER,45068.0,1,20,4,7,25,0,2013-05-16
1987,1987,38,BASIC,SINGLE,21063.0,1,59,7,6,34,0,2013-09-25
11007,1968,57,PHD,MARRIED,29187.0,1,34,5,8,43,0,2013-05-09
7426,1971,54,2N CYCLE,MARRIED,54690.0,2,198,12,3,76,0,2013-11-07
9153,1964,61,PHD,MARRIED,59304.0,1,1048,28,5,81,0,2013-07-29
10379,1962,63,MASTER,SINGLE,59247.0,2,574,21,6,87,0,2013-11-08
9204,1970,55,GRADUATION,WIDOW,66731.0,1,1029,17,3,33,0,2012-09-12
3197,1980,45,GRADUATION,MARRIED,77353.0,1,670,20,4,38,0,2013-12-16
2920,1975,50,PHD,SINGLE,52614.0,1,990,16,8,63,0,2012-12-01
6961,1974,51,GRADUATION,MARRIED,26751.0,2,11,4,8,26,0,2014-05-22
4673,1963,62,PHD,MARRIED,81300.0,1,1241,21,5,17,1,2012-10-30
9937,1979,46,GRADUATION,SINGLE,70337.0,0,576,17,1,75,0,2014-01-02
8779,1985,40,2N CYCLE,MARRIED,36145.0,1,172,12,9,13,1,2013-06-16
9596,1980,45,PHD,SINGLE,65295.0,0,664,20,2,19,0,2013-12-23
2891,1963,62,GRADUATION,DIVORCED,68118.0,1,928,23,6,51,0,2013-10-18
4910,1967,58,GRADUATION,DIVORCED,68743.0,0,2074,30,7,81,0,2012-08-30
75,1982,43,2N CYCLE,TOGETHER,41039.0,0,467,15,8,32,0,2013-07-25
10120,1955,70,GRADUATION,TOGETHER,38946.0,1,257,12,5,84,0,2013-10-24
6327,1967,58,GRADUATION,TOGETHER,65777.0,0,1146,17,1,87,0,2013-12-19
10142,1976,49,PHD,DIVORCED,66476.0,1,689,20,4,99,0,2013-03-07
9826,1972,53,PHD,SINGLE,86857.0,0,2114,22,2,96,1,2012-09-12
1501,1982,43,PHD,MARRIED,160803.0,0,1717,44,0,21,0,2012-08-04
10767,1989,36,PHD,TOGETHER,77845.0,0,1346,21,1,40,0,2014-05-16
7279,1969,56,PHD,TOGETHER,69476.0,0,1044,15,2,3,0,2013-09-30
7230,1960,65,PHD,DIVORCED,50611.0,1,493,22,6,98,1,2012-10-04
143,1970,55,GRADUATION,SINGLE,61209.0,0,957,13,2,73,0,2013-08-25
450,1958,67,MASTER,TOGETHER,42315.0,1,270,12,3,90,0,2013-07-12
9316,1952,73,BASIC,TOGETHER,13084.0,0,29,5,6,29,0,2013-11-02
6379,1949,76,MASTER,WIDOW,47570.0,2,121,9,7,3,1,2013-05-29
9239,1961,64,MASTER,MARRIED,61923.0,2,126,8,3,94,0,2013-07-26
8315,1995,30,GRADUATION,SINGLE,34824.0,0,23,4,6,65,0,2014-03-26
2868,1949,76,PHD,SINGLE,26518.0,2,57,8,8,33,1,2013-04-08
10888,1961,64,GRADUATION,SINGLE,45938.0,0,636,20,6,46,0,2013-11-03
1277,1960,65,GRADUATION,TOGETHER,78468.0,0,1004,28,4,29,0,2014-04-09
9977,1973,52,GRADUATION,DIVORCED,78901.0,1,734,20,4,99,0,2013-09-17
10196,1978,47,GRADUATION,MARRIED,71427.0,2,614,20,4,26,0,2014-03-12
6384,1978,47,GRADUATION,DIVORCED,71022.0,1,1453,21,8,30,0,2014-02-11
8029,1988,37,MASTER,SINGLE,90247.0,0,1621,15,1,27,1,2014-04-29
968,1968,57,MASTER,DIVORCED,41335.0,1,187,12,7,24,0,2013-12-26
6988,1986,39,GRADUATION,MARRIED,71952.0,1,1443,22,4,93,0,2013-01-10
4472,1970,55,PHD,DIVORCED,35682.0,1,57,6,2,34,0,2014-06-27
6991,1951,74,GRADUATION,DIVORCED,43185.0,1,637,20,8,88,0,2013-04-10
3336,1948,77,PHD,TOGETHER,66375.0,1,948,14,7,96,0,2013-11-21
4301,1971,54,MASTER,MARRIED,35178.0,1,59,5,7,10,1,2013-01-10
1940,1986,39,GRADUATION,MARRIED,25252.0,1,18,4,8,26,0,2013-07-12
1272,1965,60,MASTER,SINGLE,55250.0,1,903,26,5,49,0,2012-10-21
1388,1975,50,GRADUATION,SINGLE,33249.0,1,112,8,6,11,0,2013-02-20
1044,1953,72,GRADUATION,TOGETHER,58398.0,0,596,20,4,44,0,2013-05-14
6969,1982,43,GRADUATION,TOGETHER,50272.0,1,233,13,7,75,0,2013-08-07
10479,1975,50,PHD,MARRIED,76618.0,0,1511,11,1,64,0,2012-12-07
3619,1960,65,2N CYCLE,DIVORCED,87305.0,0,1152,17,2,19,1,2012-09-23
1715,1978,47,GRADUATION,TOGETHER,25851.0,1,48,7,7,45,0,2013-02-11
10159,1970,55,GRADUATION,DIVORCED,58710.0,1,1185,31,6,77,0,2013-03-31
1463,1958,67,GRADUATION,SINGLE,45160.0,2,21,4,7,9,0,2014-03-29
5114,1965,60,MASTER,MARRIED,74806.0,1,965,16,4,1,0,2012-12-19
4990,1954,71,GRADUATION,MARRIED,59111.0,0,869,21,7,90,0,2013-05-02
4329,1984,41,PHD,MARRIED,18988.0,1,16,6,7,43,0,2014-05-23
10936,1965,60,GRADUATION,MARRIED,72190.0,0,1947,16,3,79,0,2013-02-13
4692,1976,49,GRADUATION,MARRIED,7500.0,1,71,12,9,19,1,2012-08-01
7212,1966,59,GRADUATION,MARRIED,44794.0,1,65,6,6,99,0,2014-06-08
6086,1955,70,GRADUATION,MARRIED,80395.0,0,1380,24,2,62,0,2013-11-23
437,1976,49,MASTER,DIVORCED,75012.0,0,1027,23,1,41,0,2014-01-25
11171,1965,60,MASTER,MARRIED,56962.0,3,411,21,7,60,0,2013-10-11
11101,1991,34,GRADUATION,TOGETHER,89891.0,0,836,26,4,17,0,2013-04-15
5329,1949,76,PHD,DIVORCED,35946.0,2,11,4,5,24,0,2013-09-27
610,1953,72,PHD,TOGETHER,53593.0,2,480,23,8,60,0,2012-08-07
9384,1978,47,GRADUATION,MARRIED,66373.0,2,606,23,3,57,0,2013-06-12
5956,1948,77,PHD,DIVORCED,45072.0,3,284,16,8,74,0,2013-10-16
10430,1973,52,GRADUATION,DIVORCED,89694.0,2,1472,14,5,22,0,2013-10-09
7875,1949,76,GRADUATION,MARRIED,72025.0,0,1677,26,2,46,1,2014-04-29
7072,1973,52,GRADUATION,MARRIED,67432.0,1,1335,19,4,69,0,2013-03-29
6255,1952,73,MASTER,TOGETHER,70545.0,1,334,13,2,29,0,2014-06-03
6516,1989,36,BASIC,MARRIED,17487.0,1,18,4,7,37,0,2013-03-18
5564,1969,56,GRADUATION,TOGETHER,62882.0,1,1338,20,4,26,0,2012-08-09
5682,1953,72,PHD,SINGLE,64108.0,1,1099,30,5,8,0,2013-03-23
7458,1956,69,MASTER,TOGETHER,34941.0,2,97,8,8,26,0,2013-03-06
5237,1950,75,PHD,SINGLE,48767.0,3,63,9,5,79,0,2014-01-01
7761,1978,47,2N CYCLE,TOGETHER,38702.0,1,109,9,6,71,0,2013-08-01
5278,1964,61,GRADUATION,MARRIED,82224.0,0,902,21,3,83,0,2014-01-25
3560,1952,73,GRADUATION,TOGETHER,83844.0,0,1574,20,1,57,0,2013-05-12
7235,1975,50,2N CYCLE,MARRIED,17003.0,1,38,9,5,37,0,2013-12-09
10548,1995,30,GRADUATION,SINGLE,71163.0,0,960,24,1,30,0,2014-03-09
2281,1970,55,GRADUATION,SINGLE,33697.0,1,28,4,7,34,0,2013-09-15
4073,1954,71,2N CYCLE,MARRIED,63564.0,0,1215,28,6,0,1,2014-01-29
6974,1972,53,PHD,TOGETHER,83443.0,0,1497,22,2,89,0,2013-12-31
7938,1958,67,PHD,TOGETHER,51518.0,1,449,17,3,92,0,2013-10-03
7094,1975,50,GRADUATION,WIDOW,58330.0,1,1064,24,4,87,0,2013-12-25
3667,1969,56,GRADUATION,MARRIED,80952.0,0,1757,25,8,20,1,2013-02-28
7723,1979,46,GRADUATION,TOGETHER,75507.0,0,1440,21,3,56,0,2014-05-02
3870,1978,47,2N CYCLE,TOGETHER,63855.0,0,1006,24,4,28,0,2013-02-09
4012,1972,53,PHD,TOGETHER,62220.0,1,1226,23,6,55,1,2012-08-11
5909,1964,61,GRADUATION,MARRIED,58512.0,1,1171,20,8,25,0,2013-09-19
10470,1979,46,MASTER,MARRIED,40662.0,1,92,8,4,0,0,2013-03-15
6488,1959,66,PHD,MARRIED,38829.0,1,99,8,5,86,0,2014-04-06
10270,1981,44,2N CYCLE,MARRIED,35523.0,1,66,8,7,8,0,2013-10-03
6887,1967,58,GRADUATION,SINGLE,79146.0,2,564,19,6,33,0,2014-04-24
6406,1988,37,MASTER,MARRIED,78285.0,0,1427,21,3,13,0,2013-10-28
7573,1978,47,PHD,SINGLE,31626.0,1,86,6,7,12,1,2013-05-10
4508,1952,73,GRADUATION,SINGLE,75127.0,0,833,19,1,92,0,2014-05-22
221,1955,70,GRADUATION,MARRIED,48726.0,1,242,12,6,90,0,2013-04-27
5331,1977,48,GRADUATION,MARRIED,74985.0,0,1869,17,2,8,0,2012-09-11
1911,1987,38,GRADUATION,TOGETHER,67430.0,0,1364,29,6,6,0,2012-09-05
20,1965,60,2N CYCLE,MARRIED,46891.0,1,183,8,4,91,0,2013-09-01
8786,1956,69,MASTER,MARRIED,62058.0,1,450,18,6,52,0,2013-05-26
10582,1979,46,GRADUATION,MARRIED,72063.0,1,758,21,2,3,0,2013-07-03
1915,1951,74,PHD,MARRIED,78939.0,0,1507,20,3,57,0,2013-12-12
8897,1965,60,GRADUATION,SINGLE,42720.0,2,654,25,8,9,1,2013-04-24
2371,1972,53,GRADUATION,MARRIED,33622.0,2,81,9,7,22,0,2013-04-13
4303,1957,68,PHD,TOGETHER,6835.0,1,137,1,20,76,0,2012-12-08
6825,1953,72,GRADUATION,TOGETHER,41452.0,2,16,4,7,86,0,2013-03-06
1072,1965,60,PHD,SINGLE,40760.0,1,93,8,6,64,0,2013-08-30
4964,1958,67,PHD,TOGETHER,74250.0,0,1158,18,1,90,0,2014-01-26
2461,1955,70,MASTER,SINGLE,51124.0,2,43,6,3,79,0,2013-12-18
10736,1971,54,GRADUATION,SINGLE,72258.0,1,1525,22,2,28,0,2013-09-12
3194,1974,51,PHD,SINGLE,71466.0,0,1230,19,1,86,0,2014-04-05
10839,1976,49,GRADUATION,TOGETHER,36283.0,2,29,6,4,42,0,2014-04-14
49,1970,55,GRADUATION,SINGLE,20587.0,1,25,5,7,39,0,2014-05-11
4290,1972,53,GRADUATION,MARRIED,30467.0,1,24,4,7,8,0,2014-03-19
10219,1972,53,GRADUATION,TOGETHER,31590.0,1,38,5,8,40,0,2013-06-18
4211,1986,39,BASIC,MARRIED,20425.0,1,57,7,7,5,0,2012-10-29
1135,1960,65,MASTER,TOGETHER,17144.0,2,47,12,7,96,0,2014-02-15
6299,1968,57,PHD,DIVORCED,42564.0,1,813,24,7,28,1,2013-01-02
10846,1978,47,MASTER,MARRIED,43783.0,1,629,22,7,22,0,2014-05-29
347,1976,49,GRADUATION,DIVORCED,40780.0,1,377,17,9,30,0,2012-09-08
6543,1945,80,MASTER,TOGETHER,62847.0,0,1612,14,2,45,0,2013-01-15
10446,1957,68,PHD,MARRIED,82017.0,0,729,17,2,58,1,2012-11-07
3479,1950,75,GRADUATION,SINGLE,16813.0,0,50,6,7,49,0,2013-07-19
11075,1978,47,GRADUATION,MARRIED,51267.0,2,270,15,4,37,0,2013-10-29
4442,1961,64,GRADUATION,SINGLE,46524.0,1,177,9,3,70,0,2013-04-05
199,1962,63,MASTER,SINGLE,45183.0,0,315,13,7,33,0,2013-01-20
6722,1954,71,PHD,MARRIED,70421.0,1,767,23,6,98,0,2014-06-28
796,1965,60,2N CYCLE,DIVORCED,60161.0,1,1071,26,8,17,0,2012-10-23
3749,1973,52,GRADUATION,TOGETHER,73926.0,0,1580,24,3,54,0,2013-03-02
8523,1968,57,GRADUATION,MARRIED,19329.0,1,60,10,8,39,0,2013-12-14
310,1970,55,MASTER,MARRIED,61872.0,1,573,21,4,81,0,2013-12-13
8629,1956,69,GRADUATION,WIDOW,46984.0,2,41,5,5,71,0,2013-03-26
236,1951,74,GRADUATION,MARRIED,34838.0,2,170,10,6,62,0,2013-01-19
9930,1944,81,PHD,SINGLE,82716.0,0,1167,28,2,8,0,2013-11-05
3483,1958,67,GRADUATION,MARRIED,48192.0,0,1526,25,8,76,1,2013-04-06
4599,1976,49,MASTER,MARRIED,49681.0,2,458,21,7,66,0,2013-11-04
7326,1971,54,MASTER,MARRIED,56850.0,1,63,6,2,83,0,2014-03-23
7352,1957,68,GRADUATION,MARRIED,55267.0,1,405,17,3,28,0,2013-10-21
2350,1972,53,GRADUATION,MARRIED,59666.0,2,1027,20,8,87,0,2013-03-22
9145,1972,53,GRADUATION,SINGLE,72504.0,1,1478,22,2,43,0,2013-04-06
2964,1981,44,GRADUATION,MARRIED,26872.0,0,72,5,6,0,0,2013-10-16
5585,1972,53,GRADUATION,SINGLE,21359.0,1,48,7,8,1,1,2013-04-20
9687,1975,50,GRADUATION,SINGLE,73170.0,0,726,16,2,1,0,2014-05-31
3732,1955,70,MASTER,MARRIED,52750.0,1,860,27,4,72,0,2013-02-04
6303,1986,39,PHD,TOGETHER,91820.0,0,1497,22,1,72,0,2013-11-23
11176,1970,55,PHD,TOGETHER,65968.0,1,495,18,3,12,0,2014-05-12
2986,1976,49,GRADUATION,MARRIED,30772.0,2,20,4,6,89,0,2014-03-12
7462,1954,71,GRADUATION,SINGLE,22507.0,0,570,19,9,67,0,2012-11-24
3900,1972,53,GRADUATION,MARRIED,65685.0,1,769,21,5,54,0,2014-03-29
7034,1978,47,2N CYCLE,MARRIED,25804.0,1,55,7,8,34,0,2013-09-01
9493,1980,45,PHD,SINGLE,76412.0,0,1808,18,3,15,1,2013-05-05
1143,1972,53,GRADUATION,MARRIED,22063.0,1,55,7,7,43,0,2013-08-08
1,1961,64,GRADUATION,SINGLE,57091.0,0,577,18,5,0,1,2014-06-15
3855,1963,62,GRADUATION,MARRIED,22419.0,0,162,8,8,74,0,2013-04-18
5536,1959,66,GRADUATION,TOGETHER,87771.0,1,1957,20,6,61,1,2013-05-22
5989,1959,66,2N CYCLE,DIVORCED,78353.0,1,1576,24,8,51,0,2013-04-16
9499,1954,71,GRADUATION,MARRIED,93404.0,3,1616,17,5,97,0,2013-05-07
6768,1962,63,GRADUATION,DIVORCED,37859.0,3,36,6,8,75,0,2013-01-12
2150,1958,67,PHD,WIDOW,80995.0,1,1482,22,4,83,0,2013-05-11
6646,1984,41,GRADUATION,TOGETHER,16529.0,1,22,5,6,23,0,2014-03-01
4887,1976,49,PHD,DIVORCED,55412.0,2,63,6,5,65,0,2013-11-22
8560,1992,33,GRADUATION,SINGLE,48789.0,0,680,18,6,94,0,2012-09-10
3321,1967,58,PHD,TOGETHER,56575.0,2,542,20,5,42,0,2013-05-05
11003,1980,45,2N CYCLE,TOGETHER,25130.0,1,50,7,7,10,0,2013-10-02
10402,1967,58,GRADUATION,MARRIED,35441.0,2,39,6,8,94,0,2013-02-14
9904,1956,69,GRADUATION,MARRIED,71391.0,1,1043,28,3,50,0,2013-03-29
6141,1972,53,MASTER,SINGLE,49494.0,1,385,14,7,46,0,2013-04-25
5687,1980,45,GRADUATION,DIVORCED,81702.0,0,1633,27,3,98,0,2012-09-23
10856,1980,45,2N CYCLE,SINGLE,45889.0,1,46,5,6,42,0,2013-07-02
5121,1977,48,GRADUATION,SINGLE,56628.0,1,761,20,5,30,0,2014-03-21
4186,1950,75,GRADUATION,TOGETHER,34026.0,2,76,9,5,11,0,2013-08-05
368,1974,51,GRADUATION,MARRIED,40049.0,1,290,14,5,61,0,2012-11-29
3312,1988,37,GRADUATION,SINGLE,34176.0,1,89,11,6,12,0,2014-05-12
11121,1981,44,GRADUATION,MARRIED,19419.0,1,70,11,9,76,0,2012-11-10
5332,1960,65,2N CYCLE,MARRIED,82504.0,0,1066,17,1,2,0,2013-07-27
5848,1970,55,GRADUATION,TOGETHER,81205.0,0,2009,19,2,43,1,2014-01-13
10343,1991,34,2N CYCLE,SINGLE,61618.0,0,1345,19,3,27,0,2012-09-29
5935,1956,69,MASTER,SINGLE,55284.0,1,764,23,5,60,0,2012-12-24
2895,1963,62,GRADUATION,SINGLE,49980.0,1,195,11,5,79,0,2013-10-23
10262,1980,45,GRADUATION,MARRIED,15072.0,2,53,11,5,96,0,2013-05-10
7848,1974,51,GRADUATION,SINGLE,49166.0,1,368,13,6,17,0,2013-06-13
9477,1954,71,PHD,MARRIED,65324.0,1,544,20,4,0,0,2014-01-11
4856,1957,68,2N CYCLE,MARRIED,82347.0,0,1853,25,3,38,0,2012-11-06
7186,1966,59,PHD,TOGETHER,30843.0,2,35,6,5,43,0,2014-05-26
5794,1974,51,PHD,MARRIED,46374.0,1,446,18,8,1,1,2014-03-17
1456,1979,46,GRADUATION,SINGLE,60474.0,1,1180,31,7,25,0,2013-04-01
4877,1973,52,MASTER,MARRIED,38576.0,1,41,5,7,2,0,2014-03-04
425,1985,40,GRADUATION,MARRIED,55357.0,2,727,22,5,66,0,2013-02-19
3007,1966,59,GRADUATION,TOGETHER,37758.0,2,40,6,8,49,0,2012-10-04
1031,1989,36,2N CYCLE,MARRIED,85710.0,0,1062,26,2,5,0,2013-05-05
4297,1969,56,GRADUATION,TOGETHER,23228.0,1,40,7,8,71,0,2014-01-26
807,1969,56,MASTER,TOGETHER,44602.0,2,292,17,8,35,0,2014-02-15
9553,1987,38,GRADUATION,MARRIED,7500.0,0,15,4,6,94,0,2013-01-09
4271,1989,36,2N CYCLE,TOGETHER,38683.0,1,341,17,7,80,0,2012-10-04
4120,1975,50,2N CYCLE,SINGLE,49514.0,1,369,13,7,61,0,2013-12-17
2036,1973,52,PHD,TOGETHER,57906.0,1,401,17,4,29,0,2013-06-11
115,1966,59,MASTER,SINGLE,43456.0,1,393,17,5,0,0,2013-03-26
4259,1986,39,MASTER,SINGLE,19485.0,2,10,4,7,80,0,2013-09-24
8687,1978,47,GRADUATION,TOGETHER,53172.0,1,486,16,3,54,0,2013-05-06
2447,1979,46,GRADUATION,TOGETHER,30545.0,1,69,7,7,71,0,2012-10-17
10140,1983,42,PHD,TOGETHER,70123.0,0,1727,17,3,27,0,2013-09-28
9353,1959,66,GRADUATION,SINGLE,62450.0,1,995,16,3,61,0,2014-01-06
3623,1976,49,GRADUATION,TOGETHER,21675.0,1,45,10,7,55,0,2014-06-11
738,1981,44,2N CYCLE,SINGLE,42395.0,2,182,12,7,35,0,2014-04-04
7631,1978,47,MASTER,TOGETHER,61346.0,1,989,23,3,34,0,2013-10-06
4789,1953,72,GRADUATION,TOGETHER,80812.0,0,1677,18,2,95,0,2013-09-17
773,1971,54,MASTER,DIVORCED,42835.0,2,595,23,6,64,0,2013-06-30
10602,1983,42,GRADUATION,MARRIED,39922.0,1,156,9,8,30,0,2013-02-14
1446,1956,69,MASTER,SINGLE,86424.0,0,1226,28,1,12,0,2014-04-05
3270,1978,47,2N CYCLE,TOGETHER,17117.0,1,128,11,9,96,0,2013-01-17
8443,1972,53,GRADUATION,SINGLE,24762.0,1,86,9,8,16,1,2014-02-10
9653,1975,50,GRADUATION,MARRIED,35797.0,1,68,7,8,16,0,2012-10-16
8916,1975,50,GRADUATION,DIVORCED,36627.0,2,16,4,5,78,0,2013-07-23
8017,1981,44,2N CYCLE,MARRIED,51111.0,2,55,7,6,83,0,2014-06-19
5830,1972,53,PHD,SINGLE,86857.0,0,2114,22,2,96,1,2012-09-12
4597,1970,55,PHD,TOGETHER,82072.0,0,2018,19,1,67,0,2013-07-02
7023,1953,72,PHD,SINGLE,46231.0,3,263,15,9,87,0,2012-11-26
8086,1959,66,GRADUATION,MARRIED,42243.0,2,55,7,7,34,0,2013-12-11
8825,1962,63,GRADUATION,TOGETHER,51195.0,2,564,24,8,46,0,2013-04-01
2930,1978,47,MASTER,SINGLE,68092.0,0,1281,20,5,7,0,2013-12-16
1928,1973,52,GRADUATION,MARRIED,31814.0,1,83,7,9,73,0,2013-02-09
7108,1965,60,MASTER,WIDOW,51390.0,2,353,18,5,54,0,2012-09-08
10925,1983,42,GRADUATION,MARRIED,76630.0,0,1003,25,1,93,0,2014-01-14
9960,1991,34,BASIC,SINGLE,26868.0,1,14,4,7,52,0,2014-04-30
8800,1943,82,PHD,DIVORCED,48948.0,0,902,24,6,53,1,2013-02-01
9224,1972,53,PHD,SINGLE,55260.0,1,1139,25,6,81,0,2012-12-12
5519,1956,69,GRADUATION,TOGETHER,64090.0,1,797,20,5,8,1,2013-08-07
5046,1958,67,GRADUATION,DIVORCED,78331.0,1,1638,25,4,97,0,2014-01-23
7037,1974,51,PHD,MARRIED,37087.0,1,401,17,6,50,0,2013-08-11
905,1986,39,GRADUATION,DIVORCED,21846.0,1,84,11,8,38,0,2013-10-22
8624,1958,67,GRADUATION,MARRIED,81320.0,0,928,18,2,61,0,2013-02-06
8945,1970,55,GRADUATION,DIVORCED,54137.0,1,203,11,6,46,0,2013-08-16
6445,1967,58,GRADUATION,TOGETHER,66825.0,0,858,16,2,73,0,2013-07-14
2727,1973,52,GRADUATION,TOGETHER,57100.0,0,409,13,3,19,0,2013-12-04
6404,1969,56,GRADUATION,TOGETHER,58917.0,3,282,16,5,10,0,2013-03-24
11074,1977,48,GRADUATION,SINGLE,85072.0,0,1423,18,0,94,0,2014-04-09
10150,1961,64,GRADUATION,SINGLE,86429.0,0,1449,18,2,10,1,2013-11-21
1968,1971,54,GRADUATION,WIDOW,45684.0,1,28,4,7,37,0,2013-12-02
6534,1974,51,GRADUATION,TOGETHER,47889.0,1,67,6,5,94,0,2014-01-04
9485,1986,39,PHD,MARRIED,45921.0,0,199,10,4,23,0,2014-03-10
7053,1966,59,PHD,SINGLE,78420.0,0,1453,22,1,75,0,2013-06-29
4654,1992,33,GRADUATION,TOGETHER,75114.0,0,1253,19,2,40,0,2013-11-07
9760,1963,62,PHD,WIDOW,52278.0,1,1198,31,8,24,1,2013-01-25
1048,1972,53,MASTER,MARRIED,35641.0,1,178,10,7,11,1,2013-07-14
10619,1994,31,GRADUATION,SINGLE,95529.0,0,1990,18,3,29,1,2012-12-03
9308,1954,71,GRADUATION,MARRIED,62820.0,0,976,14,1,51,0,2013-05-11
10505,1960,65,MASTER,TOGETHER,73113.0,0,1001,15,2,86,0,2013-12-26
8362,1982,43,PHD,MARRIED,84169.0,0,1919,20,3,9,1,2013-08-07
2625,1954,71,2N CYCLE,SINGLE,42607.0,1,350,14,3,30,0,2013-11-17
4637,1954,71,PHD,SINGLE,74637.0,0,1650,25,3,73,0,2013-05-18
9972,1955,70,PHD,TOGETHER,46015.0,2,46,5,7,25,0,2014-04-13
4483,1993,32,GRADUATION,SINGLE,72354.0,0,1228,19,1,67,0,2013-04-17
4487,1969,56,MASTER,SINGLE,39858.0,1,95,7,6,67,1,2013-01-24
4988,1948,77,PHD,MARRIED,34469.0,2,62,9,4,58,0,2014-05-04
8931,1986,39,GRADUATION,TOGETHER,83033.0,1,1761,26,5,82,0,2014-05-18
5871,1979,46,MASTER,TOGETHER,24401.0,0,467,16,8,98,0,2012-08-31
2008,1978,47,GRADUATION,MARRIED,77583.0,0,1149,19,2,93,0,2014-02-10
3139,1982,43,2N CYCLE,SINGLE,74116.0,0,2052,19,2,53,0,2013-12-30
10037,1993,32,GRADUATION,SINGLE,74293.0,0,1127,16,2,66,0,2014-05-04
